7.000000	 -2.000000
8.410674	 -1.900000
8.989975	 -1.800000
9.431049	 -1.700000
9.800000	 -1.600000
10.122499	 -1.500000
10.411744	 -1.400000
10.675595	 -1.300000
10.919184	 -1.200000
11.146082	 -1.100000
11.358899	 -1.000000
11.559605	 -0.900000
11.749737	 -0.800000
11.930517	 -0.700000
12.102940	 -0.600000
12.267827	 -0.500000
12.425864	 -0.400000
12.577634	 -0.300000
12.723635	 -0.200000
12.864299	 -0.100000
13.000000	 0.000000
13.131068	 0.100000
13.257795	 0.200000
13.380439	 0.300000
13.499231	 0.400000
13.614378	 0.500000
13.726069	 0.600000
13.834471	 0.700000
13.939741	 0.800000
14.042017	 0.900000
14.141428	 1.000000
14.238094	 1.100000
14.332121	 1.200000
14.423611	 1.300000
14.512656	 1.400000
14.599342	 1.500000
14.683749	 1.600000
14.765951	 1.700000
14.846018	 1.800000
14.924014	 1.900000
15.000000	 2.000000
15.074032	 2.100000
15.146165	 2.200000
15.216447	 2.300000
15.284926	 2.400000
15.351647	 2.500000
15.416650	 2.600000
15.479976	 2.700000
15.541663	 2.800000
15.601744	 2.900000
15.660254	 3.000000
15.717224	 3.100000
15.772685	 3.200000
15.826664	 3.300000
15.879189	 3.400000
15.930286	 3.500000
15.979978	 3.600000
16.028289	 3.700000
16.075241	 3.800000
16.120855	 3.900000
16.165151	 4.000000
16.208149	 4.100000
16.249865	 4.200000
16.290318	 4.300000
16.329523	 4.400000
16.367497	 4.500000
16.404254	 4.600000
16.439809	 4.700000
16.474175	 4.800000
16.507366	 4.900000
16.539392	 5.000000
16.570266	 5.100000
16.600000	 5.200000
16.628603	 5.300000
16.656086	 5.400000
16.682458	 5.500000
16.707729	 5.600000
16.731906	 5.700000
16.754999	 5.800000
16.777014	 5.900000
16.797959	 6.000000
16.817841	 6.100000
16.836666	 6.200000
16.854441	 6.300000
16.871170	 6.400000
16.886860	 6.500000
16.901515	 6.600000
16.915140	 6.700000
16.927739	 6.800000
16.939316	 6.900000
16.949874	 7.000000
16.959418	 7.100000
16.967949	 7.200000
16.975470	 7.300000
16.981984	 7.400000
16.987492	 7.500000
16.991997	 7.600000
16.995499	 7.700000
16.998000	 7.800000
16.999500	 7.900000
17.000000	 8.000000
16.999500	 8.100000
16.998000	 8.200000
16.995499	 8.300000
16.991997	 8.400000
16.987492	 8.500000
16.981984	 8.600000
16.975470	 8.700000
16.967949	 8.800000
16.959418	 8.900000
16.949874	 9.000000
16.939316	 9.100000
16.927739	 9.200000
16.915140	 9.300000
16.901515	 9.400000
16.886860	 9.500000
16.871170	 9.600000
16.854441	 9.700000
16.836666	 9.800000
16.817841	 9.900000
16.797959	 10.000000
16.777014	 10.100000
16.754999	 10.200000
16.731906	 10.300000
16.707729	 10.400000
16.682458	 10.500000
16.656086	 10.600000
16.628603	 10.700000
16.600000	 10.800000
16.570266	 10.900000
16.539392	 11.000000
16.507366	 11.100000
16.474175	 11.200000
16.439809	 11.300000
16.404254	 11.400000
16.367497	 11.500000
16.329523	 11.600000
16.290318	 11.700000
16.249865	 11.800000
16.208149	 11.900000
16.165151	 12.000000
16.120855	 12.100000
16.075241	 12.200000
16.028289	 12.300000
15.979978	 12.400000
15.930286	 12.500000
15.879189	 12.600000
15.826664	 12.700000
15.772685	 12.800000
15.717224	 12.900000
15.660254	 13.000000
15.601744	 13.100000
15.541663	 13.200000
15.479976	 13.300000
15.416650	 13.400000
15.351647	 13.500000
15.284926	 13.600000
15.216447	 13.700000
15.146165	 13.800000
15.074032	 13.900000
15.000000	 14.000000
14.924014	 14.100000
14.846018	 14.200000
14.765951	 14.300000
14.683749	 14.400000
14.599342	 14.500000
14.512656	 14.600000
14.423611	 14.700000
14.332121	 14.800000
14.238094	 14.900000
14.141428	 15.000000
14.042017	 15.100000
13.939741	 15.200000
13.834471	 15.300000
13.726069	 15.400000
13.614378	 15.500000
13.499231	 15.600000
13.380439	 15.700000
13.257795	 15.800000
13.131068	 15.900000
13.000000	 16.000000
12.864299	 16.100000
12.723635	 16.200000
12.577634	 16.300000
12.425864	 16.400000
12.267827	 16.500000
12.102940	 16.600000
11.930517	 16.700000
11.749737	 16.800000
11.559605	 16.900000
11.358899	 17.000000
11.146082	 17.100000
10.919184	 17.200000
10.675595	 17.300000
10.411744	 17.400000
10.122499	 17.500000
9.800000	 17.600000
9.431049	 17.700000
8.989975	 17.800000
8.410674	 17.900000
7.000000	 18.000000
7.000000	 18.000000
5.589326	 17.900000
5.010025	 17.800000
4.568951	 17.700000
4.200000	 17.600000
3.877501	 17.500000
3.588256	 17.400000
3.324405	 17.300000
3.080816	 17.200000
2.853918	 17.100000
2.641101	 17.000000
2.440395	 16.900000
2.250263	 16.800000
2.069483	 16.700000
1.897060	 16.600000
1.732173	 16.500000
1.574136	 16.400000
1.422366	 16.300000
1.276365	 16.200000
1.135701	 16.100000
1.000000	 16.000000
0.868932	 15.900000
0.742205	 15.800000
0.619561	 15.700000
0.500769	 15.600000
0.385622	 15.500000
0.273931	 15.400000
0.165529	 15.300000
0.060259	 15.200000
-0.042017	 15.100000
-0.141428	 15.000000
-0.238094	 14.900000
-0.332121	 14.800000
-0.423611	 14.700000
-0.512656	 14.600000
-0.599342	 14.500000
-0.683749	 14.400000
-0.765951	 14.300000
-0.846018	 14.200000
-0.924014	 14.100000
-1.000000	 14.000000
-1.074032	 13.900000
-1.146165	 13.800000
-1.216447	 13.700000
-1.284926	 13.600000
-1.351647	 13.500000
-1.416650	 13.400000
-1.479976	 13.300000
-1.541663	 13.200000
-1.601744	 13.100000
-1.660254	 13.000000
-1.717224	 12.900000
-1.772685	 12.800000
-1.826664	 12.700000
-1.879189	 12.600000
-1.930286	 12.500000
-1.979978	 12.400000
-2.028289	 12.300000
-2.075241	 12.200000
-2.120855	 12.100000
-2.165151	 12.000000
-2.208149	 11.900000
-2.249865	 11.800000
-2.290318	 11.700000
-2.329523	 11.600000
-2.367497	 11.500000
-2.404254	 11.400000
-2.439809	 11.300000
-2.474175	 11.200000
-2.507366	 11.100000
-2.539392	 11.000000
-2.570266	 10.900000
-2.600000	 10.800000
-2.628603	 10.700000
-2.656086	 10.600000
-2.682458	 10.500000
-2.707729	 10.400000
-2.731906	 10.300000
-2.754999	 10.200000
-2.777014	 10.100000
-2.797959	 10.000000
-2.817841	 9.900000
-2.836666	 9.800000
-2.854441	 9.700000
-2.871170	 9.600000
-2.886860	 9.500000
-2.901515	 9.400000
-2.915140	 9.300000
-2.927739	 9.200000
-2.939316	 9.100000
-2.949874	 9.000000
-2.959418	 8.900000
-2.967949	 8.800000
-2.975470	 8.700000
-2.981984	 8.600000
-2.987492	 8.500000
-2.991997	 8.400000
-2.995499	 8.300000
-2.998000	 8.200000
-2.999500	 8.100000
-3.000000	 8.000000
-2.999500	 7.900000
-2.998000	 7.800000
-2.995499	 7.700000
-2.991997	 7.600000
-2.987492	 7.500000
-2.981984	 7.400000
-2.975470	 7.300000
-2.967949	 7.200000
-2.959418	 7.100000
-2.949874	 7.000000
-2.939316	 6.900000
-2.927739	 6.800000
-2.915140	 6.700000
-2.901515	 6.600000
-2.886860	 6.500000
-2.871170	 6.400000
-2.854441	 6.300000
-2.836666	 6.200000
-2.817841	 6.100000
-2.797959	 6.000000
-2.777014	 5.900000
-2.754999	 5.800000
-2.731906	 5.700000
-2.707729	 5.600000
-2.682458	 5.500000
-2.656086	 5.400000
-2.628603	 5.300000
-2.600000	 5.200000
-2.570266	 5.100000
-2.539392	 5.000000
-2.507366	 4.900000
-2.474175	 4.800000
-2.439809	 4.700000
-2.404254	 4.600000
-2.367497	 4.500000
-2.329523	 4.400000
-2.290318	 4.300000
-2.249865	 4.200000
-2.208149	 4.100000
-2.165151	 4.000000
-2.120855	 3.900000
-2.075241	 3.800000
-2.028289	 3.700000
-1.979978	 3.600000
-1.930286	 3.500000
-1.879189	 3.400000
-1.826664	 3.300000
-1.772685	 3.200000
-1.717224	 3.100000
-1.660254	 3.000000
-1.601744	 2.900000
-1.541663	 2.800000
-1.479976	 2.700000
-1.416650	 2.600000
-1.351647	 2.500000
-1.284926	 2.400000
-1.216447	 2.300000
-1.146165	 2.200000
-1.074032	 2.100000
-1.000000	 2.000000
-0.924014	 1.900000
-0.846018	 1.800000
-0.765951	 1.700000
-0.683749	 1.600000
-0.599342	 1.500000
-0.512656	 1.400000
-0.423611	 1.300000
-0.332121	 1.200000
-0.238094	 1.100000
-0.141428	 1.000000
-0.042017	 0.900000
0.060259	 0.800000
0.165529	 0.700000
0.273931	 0.600000
0.385622	 0.500000
0.500769	 0.400000
0.619561	 0.300000
0.742205	 0.200000
0.868932	 0.100000
1.000000	 0.000000
1.135701	 -0.100000
1.276365	 -0.200000
1.422366	 -0.300000
1.574136	 -0.400000
1.732173	 -0.500000
1.897060	 -0.600000
2.069483	 -0.700000
